new_sample_runid	new_complete_name	library_id	comment	unique_sample_id	old_complete_name	old_run_id	lab_project_id	batch_name	country	country_alpha2	country_alpha3	city	latitude_inferred	longtitude_inferred	batch_abbr	year	collection_date	collected_by	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	sequencing_platform	sequencing_type	instrument_model
569	DTU_2017_569_1_MG_EE_TA_265	1		2017_nov_est_02	DTU2018_MG_529_EE_TA_265	529	1132	GS snapshot nov 2017	Estonia	EE	EST	Tartu	58,37	26,73	nov	17	2017-11-20	Global sewage consortium	wastewater	wastewater metagenome	ERS5186523	ERX4603852	ERR4682400	Illumina	paired	Illumina NovaSeq 6000
570	DTU_2017_570_1_MG_EE_PA_266	1		2017_nov_est_03	DTU2018_MG_530_EE_PA_266	530	1132	GS snapshot nov 2017	Estonia	EE	EST	Parnu	58,38	24,51	nov	17	2017-11-28	Global sewage consortium	wastewater	wastewater metagenome	ERS5186524	ERX4603853	ERR4682401	Illumina	paired	Illumina NovaSeq 6000
571	DTU_2017_571_1_MG_EE_NA_267	1		2017_nov_est_04	DTU2018_MG_531_EE_NA_267	531	1132	GS snapshot nov 2017	Estonia	EE	EST	Narva	59,38	28,20	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186525	ERX4603854	ERR4682402	Illumina	paired	Illumina NovaSeq 6000
572	DTU_2017_572_1_MG_SE_UP_268	1		2017_nov_swe_02	DTU2018_MG_532_SE_UP_268	532	1132	GS snapshot nov 2017	Sweden	SE	SWE	Uppsala	59,86	17,64	nov	17	2017-11-27	Global sewage consortium	wastewater	wastewater metagenome	ERS5186526	ERX4603855	ERR4682403	Illumina	paired	Illumina NovaSeq 6000
573	DTU_2017_573_1_MG_IR_SH_269	1		2017_nov_irn_01	DTU2018_MG_533_IR_SH_269	533	1132	GS snapshot nov 2017	Iran	IR	IRN	Shiraz	29,61	52,54	nov	17	2017-11-30	Global sewage consortium	wastewater	wastewater metagenome	ERS5186527	ERX4603856	ERR4682404	Illumina	paired	Illumina NovaSeq 6000
574	DTU_2017_574_1_MG_LU_LU_270	1		2017_nov_lux_01	DTU2018_MG_534_LU_LU_270	534	1132	GS snapshot nov 2017	Luxembourg	LU	LUX	Luxembourg	49,82	6,13	nov	17	2017-12-01	Global sewage consortium	wastewater	wastewater metagenome	ERS5186528	ERX4603857	ERR4682405	Illumina	paired	Illumina NovaSeq 6000
575	DTU_2017_575_1_MG_PT_PO_271	1		2017_nov_prt_02	DTU2018_MG_535_PT_PO_271	535	1132	GS snapshot nov 2017	Portugal	PT	PRT	Porto	41,15	-8,61	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186529	ERX4603858	ERR4682406	Illumina	paired	Illumina NovaSeq 6000
576	DTU_2017_576_1_MG_KR_GW_272	1		2017_nov_kor_02	DTU2018_MG_536_KR_GW_272	536	1132	GS snapshot nov 2017	South Korea	KR	KOR	Gwangju	35,16	126,85	nov	17	2017-11-20	Global sewage consortium	wastewater	wastewater metagenome	ERS5186530	ERX4603859	ERR4682407	Illumina	paired	Illumina NovaSeq 6000
577	DTU_2017_577_1_MG_BF_OU_273	1		2017_nov_bfa_01	DTU2018_MG_537_BF_OU_273	537	1132	GS snapshot nov 2017	Burkina Faso	BF	BFA	Ouagadougou	12,37	-1,53	nov	17	2018-01-04	Global sewage consortium	wastewater	wastewater metagenome	ERS5186531	ERX4603860	ERR4682408	Illumina	paired	Illumina NovaSeq 6000
578	DTU_2017_578_1_MG_BF_BO_274	1		2017_nov_bfa_02	DTU2018_MG_538_BF_BO_274	538	1132	GS snapshot nov 2017	Burkina Faso	BF	BFA	Bobo Dioulasso	11,18	-4,30	nov	17	2017-12-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5186532	ERX4603861	ERR4682409	Illumina	paired	Illumina NovaSeq 6000
579	DTU_2017_579_1_MG_CO_MO_275	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2017_nov_col_01	DTU2018_MG_539_CO_MO_275	539	1132	GS snapshot nov 2017	Colombia	CO	COL	Mosquera	4,68	-74,23	nov	17	2017-12-28	Global sewage consortium	wastewater	wastewater metagenome	ERS5186533	ERX4603862	ERR4682410	Illumina	paired	Illumina NovaSeq 6000
580	DTU_2017_580_1_MG_BW_GA_276	1		2017_nov_bwa_01	DTU2018_MG_540_BW_GA_276	540	1132	GS snapshot nov 2017	Botswana	BW	BWA	Gaborone	-24,66	25,91	nov	17	2017-12-01	Global sewage consortium	wastewater	wastewater metagenome	ERS5186534	ERX4603863	ERR4682411	Illumina	paired	Illumina NovaSeq 6000
581	DTU_2017_581_1_MG_MW_ZO_277	1	Sample is environmental - sampling site is a stagnant pool/drainage lake (freddu 13/01-2020)	2017_nov_mwi_01	DTU2018_MG_541_MW_ZO_277	541	1132	GS snapshot nov 2017	Malawi	MW	MWI	Zomba	-15,39	35,33	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186535	ERX4603864	ERR4682412	Illumina	paired	Illumina NovaSeq 6000
582	DTU_2017_582_1_MG_MW_CH_278	1	Sample is environmental - sampling site is a stagnant pool (freddu 11/12-2019)	2017_nov_mwi_02	DTU2018_MG_542_MW_CH_278	542	1132	GS snapshot nov 2017	Malawi	MW	MWI	Chikwawa	-16,22	34,72	nov	17	2017-11-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186536	ERX4603865	ERR4682413	Illumina	paired	Illumina NovaSeq 6000
583	DTU_2017_583_1_MG_MW_MA_279	1	The sampling site is an open sewer line (man-made) (freddu 11/12-2019)	2017_nov_mwi_03	DTU2018_MG_543_MW_MA_279	543	1132	GS snapshot nov 2017	Malawi	MW	MWI	Machinga	-14,90	35,60	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186537	ERX4603866	ERR4682414	Illumina	paired	Illumina NovaSeq 6000
584	DTU_2017_584_1_MG_MW_MC_280	1	The sampling site is an open sewer line (man-made) (freddu 11/12-2019)	2017_nov_mwi_04	DTU2018_MG_544_MW_MC_280	544	1132	GS snapshot nov 2017	Malawi	MW	MWI	Mchinji	-13,78	33,01	nov	17	2017-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5186538	ERX4603867	ERR4682415	Illumina	paired	Illumina NovaSeq 6000
585	DTU_2017_585_1_MG_TG_LO_281	1		2017_nov_tgo_01	DTU2018_MG_545_TG_LO_281	545	1132	GS snapshot nov 2017	Togo	TG	TGO	Lome	6,13	1,22	nov	17	2017-11-27	Global sewage consortium	wastewater	wastewater metagenome	ERS5186539	ERX4603868	ERR4682416	Illumina	paired	Illumina NovaSeq 6000
586	DTU_2017_586_1_MG_MW_LI_282	1	The sampling site is a waste water treatment plant  (freddu 11/12-2019)	2017_nov_mwi_05	DTU2018_MG_546_MW_LI_282	546	1132	GS snapshot nov 2017	Malawi	MW	MWI	Lilongwe	-13,99	33,77	nov	17	2017-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5186540	ERX4603869	ERR4682417	Illumina	paired	Illumina NovaSeq 6000
587	DTU_2017_587_1_MG_MW_KA_283	1	Sample is environmental - sampling site is a natural stream (freddu 11/12-2019)	2017_nov_mwi_06	DTU2018_MG_547_MW_KA_283	547	1132	GS snapshot nov 2017	Malawi	MW	MWI	Karonga	-10,08	33,87	nov	17	2017-11-24	Global sewage consortium	wastewater	wastewater metagenome	ERS5186541	ERX4603870	ERR4682418	Illumina	paired	Illumina NovaSeq 6000
588	DTU_2017_588_1_MG_MW_NS_284	1	Sample is environmental - sampling site is a natural stream (freddu 11/12-2019)	2017_nov_mwi_07	DTU2018_MG_548_MW_NS_284	548	1132	GS snapshot nov 2017	Malawi	MW	MWI	Nsanje	-16,72	35,10	nov	17	2017-11-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186542	ERX4603871	ERR4682419	Illumina	paired	Illumina NovaSeq 6000
589	DTU_2017_589_1_MG_BD_DH_285	1		2017_nov_bgd_01	DTU2018_MG_549_BD_DH_285	549	1132	GS snapshot nov 2017	Bangladesh	BD	BGD	Dhaka	23,76	90,38	nov	17	2017-11-25	Global sewage consortium	wastewater	wastewater metagenome	ERS5186543	ERX4603872	ERR4682420	Illumina	paired	Illumina NovaSeq 6000
590	DTU_2017_590_1_MG_KW_KW_286	1		2017_nov_kwt_01	DTU2018_MG_550_KW_KW_286	550	1132	GS snapshot nov 2017	Kuwait	KW	KWT	Kuwait	29,27	47,50	nov	17	2017-12-07	Global sewage consortium	wastewater	wastewater metagenome	ERS5186544	ERX4603873	ERR4682421	Illumina	paired	Illumina NovaSeq 6000
591	DTU_2017_591_1_MG_NP_KA_287	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2017_nov_npl_01	DTU2018_MG_551_NP_KA_287	551	1132	GS snapshot nov 2017	Nepal	NP	NPL	Kathmandu	27,71	85,32	nov	17	2018-01-03	Global sewage consortium	wastewater	wastewater metagenome	ERS5186545	ERX4603874	ERR4682422	Illumina	paired	Illumina NovaSeq 6000
592	DTU_2017_592_1_MG_NP_BH_288	1	Survey monkey metadata is for a nov 2018 sample. The metadata listed here was registered in the lab, and comes from the received sample/flask (freddu 17/12-2019)	2017_nov_npl_02	DTU2018_MG_552_NP_BH_288	552	1132	GS snapshot nov 2017	Nepal	NP	NPL	Bhaktapur	27,67	85,43	nov	17	2018-01-03	Global sewage consortium	wastewater	wastewater metagenome	ERS5186546	ERX4603875	ERR4682423	Illumina	paired	Illumina NovaSeq 6000
593	DTU_2017_593_1_MG_US_CH_289	1		2017_nov_usa_01	DTU2018_MG_553_US_CH_289	553	1132	GS snapshot nov 2017	USA	US	USA	Chapel Hill	35,91	-79,06	nov	17	2017-11-02	Global sewage consortium	wastewater	wastewater metagenome	ERS5186547	ERX4603876	ERR4682424	Illumina	paired	Illumina NovaSeq 6000
594	DTU_2017_594_1_MG_GH_TA_290	1		2017_nov_gha_01	DTU2018_MG_554_GH_TA_290	554	1132	GS snapshot nov 2017	Ghana	GH	GHA	Tamale	9,41	-0,84	nov	17	2017-12-09	Global sewage consortium	wastewater	wastewater metagenome	ERS5186548	ERX4603877	ERR4682425	Illumina	paired	Illumina NovaSeq 6000
595	DTU_2017_595_1_MG_CM_YA_291	1		2017_nov_cmr_01	DTU2018_MG_555_CM_YA_291	555	1132	GS snapshot nov 2017	Cameroon	CM	CMR	Yaounde	3,87	11,52	nov	17	2017-11-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5186549	ERX4603878	ERR4682426	Illumina	paired	Illumina NovaSeq 6000
596	DTU_2017_596_1_MG_GB_EB_292	1		2017_nov_gbr_03	DTU2018_MG_556_GB_EB_292	556	1132	GS snapshot nov 2017	United Kingdom	GB	GBR	Edinburgh	55,95	-3,19	nov	17	2017-11-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186550	ERX4603879	ERR4682427	Illumina	paired	Illumina NovaSeq 6000
597	DTU_2017_597_1_MG_UY_MV_293	1		2017_nov_ury_01	DTU2018_MG_557_UY_MV_293	557	1132	GS snapshot nov 2017	Uruguay	UY	URY	Montevideo	-34,91	-56,19	nov	17	2017-12-01	Global sewage consortium	wastewater	wastewater metagenome	ERS5186551	ERX4603880	ERR4682428	Illumina	paired	Illumina NovaSeq 6000
598	DTU_2017_598_1_MG_CL_SA_294	1		2017_nov_chl_01	DTU2018_MG_558_CL_SA_294	558	1132	GS snapshot nov 2017	Chile	CL	CHL	Santiago	-33,44	-70,65	nov	17	2017-12-04	Global sewage consortium	wastewater	wastewater metagenome	ERS5186552	ERX4603881	ERR4682429	Illumina	paired	Illumina NovaSeq 6000
599	DTU_2017_599_1_MG_CL_PA_295	1		2017_nov_chl_02	DTU2018_MG_559_CL_PA_295	559	1132	GS snapshot nov 2017	Chile	CL	CHL	Punta Arenas	-53,16	-70,91	nov	17	2017-11-29	Global sewage consortium	wastewater	wastewater metagenome	ERS5186553	ERX4603882	ERR4682430	Illumina	paired	Illumina NovaSeq 6000
600	DTU_2017_600_1_MG_MA_CA_296	1		2017_nov_mar_01	DTU2018_MG_560_MA_CA_296	560	1132	GS snapshot nov 2017	Morocco	MA	MAR	Casablanca	33,60	-7,62	nov	17	2017-11-29	Global sewage consortium	wastewater	wastewater metagenome	ERS5186554	ERX4603883	ERR4682431	Illumina	paired	Illumina NovaSeq 6000
601	DTU_2017_601_1_MG_IL_BE_297	1		2017_nov_isr_01	DTU2018_MG_561_IL_BE_297	561	1132	GS snapshot nov 2017	Israel	IL	ISR	Beer-Sheva	31,25	34,79	nov	17	2017-12-06	Global sewage consortium	wastewater	wastewater metagenome	ERS5186555	ERX4603884	ERR4682432	Illumina	paired	Illumina NovaSeq 6000
602	DTU_2017_602_1_MG_CA_OT_298	1		2017_nov_can_02	DTU2018_MG_562_CA_OT_298	562	1132	GS snapshot nov 2017	Canada	CA	CAN	Ottawa	45,42	-75,69	nov	17	2017-11-27	Global sewage consortium	wastewater	wastewater metagenome	ERS5186556	ERX4603885	ERR4682433	Illumina	paired	Illumina NovaSeq 6000
603	DTU_2017_603_1_MG_CA_RE_299	1		2017_nov_can_03	DTU2018_MG_563_CA_RE_299	563	1132	GS snapshot nov 2017	Canada	CA	CAN	Regina	50,45	-104,62	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186557	ERX4603886	ERR4682434	Illumina	paired	Illumina NovaSeq 6000
604	DTU_2017_604_1_MG_CA_CA_300	1		2017_nov_can_04	DTU2018_MG_564_CA_CA_300	564	1132	GS snapshot nov 2017	Canada	CA	CAN	Calgary	51,05	-114,06	nov	17	2017-11-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186558	ERX4603887	ERR4682435	Illumina	paired	Illumina NovaSeq 6000
605	DTU_2017_605_1_MG_CA_VA_301	1		2017_nov_can_05	DTU2018_MG_565_CA_VA_301	565	1132	GS snapshot nov 2017	Canada	CA	CAN	Vancouver	49,26	-123,11	nov	17	2017-11-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5186559	ERX4603888	ERR4682436	Illumina	paired	Illumina NovaSeq 6000
606	DTU_2017_606_1_MG_GH_KU_302	1		2017_nov_gha_02	DTU2018_MG_566_GH_KU_302	566	1132	GS snapshot nov 2017	Ghana	GH	GHA	Kumasi	6,70	-1,62	nov	17	2017-11-29	Global sewage consortium	wastewater	wastewater metagenome	ERS5186560	ERX4603889	ERR4682437	Illumina	paired	Illumina NovaSeq 6000
607	DTU_2017_607_1_MG_GB_NC_303	1		2017_nov_gbr_04	DTU2018_MG_567_GB_NC_303	567	1132	GS snapshot nov 2017	United Kingdom	GB	GBR	Newcastle Upon Tyne	54,97	-1,61	nov	17	2017-12-04	Global sewage consortium	wastewater	wastewater metagenome	ERS5186561	ERX4603890	ERR4682438	Illumina	paired	Illumina NovaSeq 6000
608	DTU_2017_608_1_MG_FI_OU_304	1		2017_nov_fin_01	DTU2018_MG_568_FI_OU_304	568	1132	GS snapshot nov 2017	Finland	FI	FIN	Oulu	65,01	25,47	nov	17	2017-11-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186562	ERX4603891	ERR4682439	Illumina	paired	Illumina NovaSeq 6000
609	DTU_2017_609_1_MG_FI_TU_305	1		2017_nov_fin_02	DTU2018_MG_569_FI_TU_305	569	1132	GS snapshot nov 2017	Finland	FI	FIN	Turku	60,45	22,27	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186563	ERX4603892	ERR4682440	Illumina	paired	Illumina NovaSeq 6000
610	DTU_2017_610_1_MG_FI_HE_306	1		2017_nov_fin_03	DTU2018_MG_570_FI_HE_306	570	1132	GS snapshot nov 2017	Finland	FI	FIN	Helsinki	60,17	24,94	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186564	ERX4603893	ERR4682441	Illumina	paired	Illumina NovaSeq 6000
611	DTU_2017_611_1_MG_US_SE_307	1		2017_nov_usa_02	DTU2018_MG_571_US_SE_307	571	1132	GS snapshot nov 2017	USA	US	USA	Seattle	47,60	-122,33	nov	17	2017-11-28	Global sewage consortium	wastewater	wastewater metagenome	ERS5186565	ERX4603894	ERR4682442	Illumina	paired	Illumina NovaSeq 6000
612	DTU_2017_612_1_MG_AE_AD_308	1		2017_nov_are_01	DTU2018_MG_572_AE_AD_308	572	1132	GS snapshot nov 2017	United Arab Emirates	AE	ARE	Dubai	25,07	55,17	nov	17	2017-11-28	Global sewage consortium	wastewater	wastewater metagenome	ERS5186566	ERX4603895	ERR4682443	Illumina	paired	Illumina NovaSeq 6000
613	DTU_2017_613_1_MG_NZ_CH_309	1		2017_nov_nzl_01	DTU2018_MG_573_NZ_CH_309	573	1132	GS snapshot nov 2017	New Zealand	NZ	NZL	Christchurch	-43,53	172,64	nov	17	2017-11-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186567	ERX4603896	ERR4682444	Illumina	paired	Illumina NovaSeq 6000
614	DTU_2017_614_1_MG_US_HO_310	1		2017_nov_usa_03	DTU2018_MG_574_US_HO_310	574	1132	GS snapshot nov 2017	USA	US	USA	Houston	29,76	-95,37	nov	17	2018-01-19	Global sewage consortium	wastewater	wastewater metagenome	ERS5186568	ERX4603897	ERR4682445	Illumina	paired	Illumina NovaSeq 6000
615	DTU_2017_615_1_MG_US_AU_311	1		2017_nov_usa_04	DTU2018_MG_575_US_AU_311	575	1132	GS snapshot nov 2017	USA	US	USA	Austin	30,27	-97,74	nov	17	2018-01-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5186569	ERX4603898	ERR4682446	Illumina	paired	Illumina NovaSeq 6000
616	DTU_2017_616_1_MG_US_WA_312	1		2017_nov_usa_05	DTU2018_MG_576_US_WA_312	576	1132	GS snapshot nov 2017	USA	US	USA	Waco	31,55	-97,15	nov	17	2018-01-11	Global sewage consortium	wastewater	wastewater metagenome	ERS5186570	ERX4603899	ERR4682447	Illumina	paired	Illumina NovaSeq 6000
617	DTU_2017_617_1_MG_MY_AS_313	1		2017_nov_mys_04	DTU2018_MG_577_MY_AS_313	577	1132	GS snapshot nov 2017	Malaysia	MY	MYS	Alor Setar	6,12	100,37	nov	17	2017-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5186571	ERX4603900	ERR4682448	Illumina	paired	Illumina NovaSeq 6000
618	DTU_2017_618_1_MG_MY_PG_314	1		2017_nov_mys_05	DTU2018_MG_578_MY_PG_314	578	1132	GS snapshot nov 2017	Malaysia	MY	MYS	Jelutong	5,39	100,31	nov	17	2017-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5186572	ERX4603901	ERR4682449	Illumina	paired	Illumina NovaSeq 6000
619	DTU_2017_619_1_MG_MY_PB_315	1	Metadata survey not filled out. The metadata listed here has been registered in the lab, and comes from the received sample/flask (freddu 17/12-2019)	2017_nov_mys_06	DTU2018_MG_579_MY_PB_315	579	1132	GS snapshot nov 2017	Malaysia	MY	MYS	Butterworth	5,39	100,37	nov	17	2017-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5186573	ERX4603902	ERR4682450	Illumina	paired	Illumina NovaSeq 6000
620	DTU_2017_620_1_MG_TZ_MS_316	1		2017_nov_tza_03	DTU2018_MG_580_TZ_MS_316	580	1132	GS snapshot nov 2017	Tanzania	TZ	TZA	Moshi	-3,35	37,34	nov	17	2017-11-29	Global sewage consortium	wastewater	wastewater metagenome	ERS5186574	ERX4603903	ERR4682451	Illumina	paired	Illumina NovaSeq 6000
621	DTU_2017_621_1_MG_PH_QU_317	1		2017_nov_phl_01	DTU2018_MG_581_PH_QU_317	581	1132	GS snapshot nov 2017	Philippines	PH	PHL	Quezon City	14,65	121,05	nov	17	2017-12-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186575	ERX4603904	ERR4682452	Illumina	paired	Illumina NovaSeq 6000
622	DTU_2017_622_1_MG_AR_BA_318	1		2017_nov_arg_01	DTU2018_MG_582_AR_BA_318	582	1132	GS snapshot nov 2017	Argentina	AR	ARG	Buenos Aires	-34,61	-58,44	nov	17	2017-11-22	Global sewage consortium	wastewater	wastewater metagenome	ERS5186576	ERX4603905	ERR4682453	Illumina	paired	Illumina NovaSeq 6000
623	DTU_2017_623_1_MG_LC_CA_319	1	Missing sampling date. Year is inferred from the sampling round, but not part of original metadata. The metadata listed here was registered in the lab, and comes from the received sample/flask (freddu 17/12-2019)	2017_nov_lca_01	DTU2018_MG_583_LC_CA_319	583	1132	GS snapshot nov 2017	Saint Lucia	LC	LCA	Castries	13,95	-60,99	nov	17	2017	Global sewage consortium	wastewater	wastewater metagenome	ERS5186577	ERX4603906	ERR4682454	Illumina	paired	Illumina NovaSeq 6000
624	DTU_2017_624_1_MG_LC_GR_320	1	Missing sampling date. Year is inferred from the sampling round, but not part of original metadata. The metadata listed here was registered in the lab, and comes from the received sample/flask (freddu 17/12-2019)	2017_nov_lca_02	DTU2018_MG_584_LC_GR_320	584	1132	GS snapshot nov 2017	Saint Lucia	LC	LCA	Gros Islet	14,08	-60,95	nov	17	2017	Global sewage consortium	wastewater	wastewater metagenome	ERS5186578	ERX4603907	ERR4682455	Illumina	paired	Illumina NovaSeq 6000
625	DTU_2017_625_1_MG_ET_AD_321	1		2017_nov_eth_01	DTU2018_MG_585_ET_AD_321	585	1132	GS snapshot nov 2017	Ethiopia	ET	ETH	Addis Ababa	9,00	38,75	nov	17	2017-11-24	Global sewage consortium	wastewater	wastewater metagenome	ERS5186579	ERX4603908	ERR4682456	Illumina	paired	Illumina NovaSeq 6000
626	DTU_2017_626_1_MG_NG_IL_322	1	According to correspondance w. Ibrahim Raufu, this waste water comes from university campus septic tanks, capturing sewage from the university (>8,000 people from dormitories, offices, lecture halls, academic environment) (freddu 13-01-2020)	2017_nov_nga_02	DTU2018_MG_586_NG_IL_322	586	1132	GS snapshot nov 2017	Nigeria	NG	NGA	Ilorin	8,50	4,55	nov	17	2018-01-10	Global sewage consortium	wastewater	wastewater metagenome	ERS5186580	ERX4603909	ERR4682457	Illumina	paired	Illumina NovaSeq 6000
627	DTU_2017_627_1_MG_EC_QU_323	1	Sample is environmental - sampling site is a river (freddu 11/12-2019)	2017_nov_ecu_01	DTU2018_MG_587_EC_QU_323	587	1132	GS snapshot nov 2017	Ecuador	EC	ECU	Quito	-0,22	-78,51	nov	17	2017-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5186581	ERX4603910	ERR4682458	Illumina	paired	Illumina NovaSeq 6000
628	DTU_2017_628_1_MG_MZ_MA_324	1		2017_nov_moz_01	DTU2018_MG_588_MZ_MA_324	588	1132	GS snapshot nov 2017	Mozambique	MZ	MOZ	Maputo	-25,97	32,57	nov	17	2017-11-17	Global sewage consortium	wastewater	wastewater metagenome	ERS5186582	ERX4603911	ERR4682459	Illumina	paired	Illumina NovaSeq 6000
629	DTU_2017_629_1_MG_IR_TH_325	1		2017_nov_irn_02	DTU2018_MG_589_IR_TH_325	589	1132	GS snapshot nov 2017	Iran	IR	IRN	Tehran	35,70	51,40	nov	17	2018-10-01	Global sewage consortium	wastewater	wastewater metagenome	ERS5186583	ERX4603912	ERR4682460	Illumina	paired	Illumina NovaSeq 6000
630	DTU_2017_630_1_MG_SN_DA_326	1		2017_nov_sen_01	DTU2018_MG_590_SN_DA_326	590	1132	GS snapshot nov 2017	Senegal	SN	SEN	Dakar	14,69	-17,45	nov	17	2018-03-08	Global sewage consortium	wastewater	wastewater metagenome	ERS5186584	ERX4603913	ERR4682461	Illumina	paired	Illumina NovaSeq 6000
631	DTU_2017_631_1_MG_DK_VA_327	1		2017_nov_dnk_01	DTU2018_MG_591_DK_VA_327	591	1132	GS snapshot nov 2017	Denmark	DK	DNK	Valby	55,66	12,52	nov	17	2017-11-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5186585	ERX4603914	ERR4682462	Illumina	paired	Illumina NovaSeq 6000
632	DTU_2017_632_1_MG_DK_MA_328	1		2017_nov_dnk_02	DTU2018_MG_592_DK_MA_328	592	1132	GS snapshot nov 2017	Denmark	DK	DNK	Amager	55,62	12,60	nov	17	2017-11-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5186586	ERX4603915	ERR4682463	Illumina	paired	Illumina NovaSeq 6000
633	DTU_2017_633_1_MG_DK_AV_329	1		2017_nov_dnk_03	DTU2018_MG_593_DK_AV_329	593	1132	GS snapshot nov 2017	Denmark	DK	DNK	Avedore	55,63	12,46	nov	17	2017-11-18	Global sewage consortium	wastewater	wastewater metagenome	ERS5186587	ERX4603916	ERR4682464	Illumina	paired	Illumina NovaSeq 6000
634	DTU_2017_634_1_MG_CN_GU_330	1		2017_nov_chn_01	DTU2018_MG_594_CN_GU_330	594	1132	GS snapshot nov 2017	China	CN	CHN	Guangzhou	23,13	113,26	nov	17	2017-12-21	Global sewage consortium	wastewater	wastewater metagenome	ERS5186588	ERX4603917	ERR4682465	Illumina	paired	Illumina NovaSeq 6000
635	DTU_2017_635_1_MG_VN_HO_331	1		2017_nov_vnm_01	DTU2018_MG_595_VN_HO_331	595	1132	GS snapshot nov 2017	Viet Nam	VN	VNM	Ho Chi Minh	10,78	106,70	nov	17	2017-12-27	Global sewage consortium	wastewater	wastewater metagenome	ERS5186589	ERX4603918	ERR4682466	Illumina	paired	Illumina NovaSeq 6000
636	DTU_2017_636_1_MG_RS_BE_332	1	Missing sampling date. Year is inferred from the sampling round, but not part of original metadata. The metadata listed here was registered in the lab, and comes from the received sample/flask (freddu 17/12-2019)	2017_nov_srb_01	DTU2018_MG_596_RS_BE_332	596	1132	GS snapshot nov 2017	Serbia	RS	SRB	Belgrade	44,82	20,46	nov	17	2017	Global sewage consortium	wastewater	wastewater metagenome	ERS5186590	ERX4603919	ERR4682467	Illumina	paired	Illumina NovaSeq 6000
637	DTU_2017_637_1_MG_NL_UT_333	1		2017_nov_nld_01	DTU2018_MG_597_NL_UT_333	597	1132	GS snapshot nov 2017	Netherlands	NL	NLD	Utrecht	52,09	5,11	nov	17	2017-11-23	Global sewage consortium	wastewater	wastewater metagenome	ERS5186591	ERX4603920	ERR4682468	Illumina	paired	Illumina NovaSeq 6000
638	DTU_2017_638_1_Negative_Control_NC_O	1		2017_nov_neg_01	DTU2018_MG_667_NC_O	667	1132	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	17	2017-12-12	Global sewage consortium	Negative control	wastewater metagenome	ERS5186592	ERX4603921	ERR4682469	Illumina	paired	Illumina NovaSeq 6000
639	DTU_2017_639_1_Negative_Control_NC_P	1		2017_nov_neg_02	DTU2018_MG_668_NC_P	668	1132	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	17	2017-12-15	Global sewage consortium	Negative control	wastewater metagenome	ERS5186593	ERX4603922	ERR4682470	Illumina	paired	Illumina NovaSeq 6000
640	DTU_2017_640_1_Negative_Control_NC_Q	1		2017_nov_neg_03	DTU2018_MG_669_NC_Q	669	1132	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	17	2017-12-19	Global sewage consortium	Negative control	wastewater metagenome	ERS5186594	ERX4603923	ERR4682471	Illumina	paired	Illumina NovaSeq 6000
641	DTU_2017_641_1_Negative_Control_NC_R	1		2017_nov_neg_04	DTU2018_MG_670_NC_R	670	1132	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55,78	12,52	nov	17	2018-01-17	Global sewage consortium	Negative control	wastewater metagenome	ERS5186595	ERX4603924	ERR4682472	Illumina	paired	Illumina NovaSeq 6000
